,450,445,440,435,430,425,420,415,410,405,400,395,390,385,380,375,370,365,360,355,350,345,340,335,330,325,320,315,310,305,300,295,290,285,280,275,270,265,260,255,250,245,240,235,230,225,220,215,210,205,200,195,190,185,180,175,170,165,160,155,150,145,140,135,130,125,120,115,110,105,100,95,90
50,226.6349183,232.6327187,238.8212994,245.4113432,252.5334469,259.997862,267.5347533,274.9168661,282.0872662,289.0315997,295.7869524,302.5961698,309.7535372,317.469245,325.6171036,333.9868283,342.4428597,351.148538,360.3419286,370.2022724,380.6735141,391.6407736,402.9328521,414.1532735,424.8492424,434.684094,443.7856855,452.3980046,460.9778843,470.833539,483.4860286,500.4594561,523.2900983,553.517275,591.7437818,634.8263161,678.6850505,719.6553059,755.7329956,785.3291807,807.7937793,826.2321371,844.6884566,866.3352866,890.858561,917.0725598,943.2834583,965.765012,980.2828712,983.6294219,976.7039921,961.4326449,940.0106668,915.7102371,892.0727585,871.9063381,855.0859015,840.7530792,827.9022248,814.9385857,800.1201327,782.1943824,761.8670346,740.333335,718.7111557,697.8088751,678.3574982,660.6858996,643.5144324,625.1613195,604.3010652,581.0332997,555.8139348
55,227.3003529,233.3937019,239.7281422,246.4475659,253.6330409,261.114337,268.6583996,276.068077,283.2898283,290.3060156,297.145424,304.0225317,311.1982402,318.8565,326.8734576,335.0483089,343.2612819,351.7167338,360.7000541,370.4263377,380.8295016,391.7731683,403.0710577,414.3372797,425.1360415,435.1485203,444.5237736,453.5278288,462.6086506,472.9419525,485.8853852,502.8003085,525.0629182,554.0531193,590.312629,631.0304145,672.5572554,711.6268845,746.504848,775.8396453,799.0755234,818.8397187,838.5552151,860.8687055,885.3217189,910.6794933,935.3178743,956.0551371,969.3201648,972.43376,966.2844051,952.652502,933.5240642,911.70755,890.2170288,871.4505985,855.3424699,841.210882,828.2336446,815.026851,800.0661651,782.2488631,762.1586701,740.8009236,719.1412294,697.9862671,678.1029849,659.8871735,642.2499937,623.7314488,603.1710934,580.606687,556.3755404
60,227.6171352,233.7758288,240.2210324,247.0263655,254.2226856,261.6698016,269.1847604,276.6106512,283.8947315,291.0103013,297.9707158,304.9495514,312.1604395,319.7503896,327.5999215,335.5229327,343.4221996,351.5560144,360.2715482,369.8310503,380.1570829,391.0872869,402.4136331,413.7454139,424.6462521,434.8031291,444.3964611,453.7300232,463.253259,473.9982865,487.1428927,503.8642534,525.3371009,552.7355566,586.5195639,624.2923531,662.9429767,699.6861798,733.0394796,761.8460858,785.6146652,806.5157108,827.3851726,850.3655284,874.8253691,899.4398136,922.6161498,941.6903412,953.7305205,956.5850049,951.2228494,939.3932941,922.9476775,904.1457341,885.3492969,868.443083,853.4033446,839.7292175,826.7839724,813.3874199,798.2235051,780.34174,760.2539034,738.8373406,716.9606797,695.4576789,675.1533792,656.5209518,638.6260897,620.1826159,600.1570864,578.5269867,555.5225349
65,227.7022046,233.8872173,240.3824478,247.2031984,254.3413693,261.6952527,269.1397389,276.5637248,283.9121344,291.1438984,298.2506668,305.354968,312.61205,320.1234968,327.7762364,335.4035332,342.9367521,350.6996602,359.1141254,368.4997607,378.7671601,389.7246628,401.1348134,412.5769779,423.5847278,433.8291024,443.5310133,453.0488399,462.8499533,473.8376907,487.0243808,503.4132835,523.9713849,549.6566021,580.8374667,615.524966,651.1407016,685.3699205,716.952451,744.8917672,768.7529794,790.3477437,812.0493526,835.5934539,860.1651163,884.3117639,906.4200539,924.2335753,935.33515,938.0144009,933.3881541,923.2800362,909.4968713,893.7782717,877.847047,863.075628,849.4349302,836.5454906,823.898243,810.4657087,795.0908062,776.9528473,756.5767186,734.8236999,712.560031,690.6717905,670.0500168,651.2387704,633.3941992,615.3254733,596.0629994,575.5221319,553.8394615
70,227.7501914,233.9241932,240.4002162,247.1569901,254.1657272,261.3675709,268.6961472,276.0866227,283.480326,290.8201264,298.0736472,305.3075282,312.6131637,320.0423052,327.4881352,334.8041936,341.9521465,349.3261648,357.4285454,366.6412819,376.8651542,387.8806387,399.4173231,411.0012394,422.1075309,432.3692522,442.0511028,451.5756937,461.4425823,472.459112,485.5095726,501.4585978,521.0921952,545.1767163,573.9917059,605.8694826,638.6555584,670.4132523,700.0771112,726.7994886,750.2198814,771.9263573,793.9941271,817.887268,842.6253226,866.6167,888.1887148,905.3443042,916.0053107,918.763566,914.8908564,906.3289571,894.9008713,881.9545136,868.7190267,856.1585675,844.1773502,832.4146037,820.3925112,807.165074,791.6692478,773.1772197,752.3021018,729.9922374,707.1995538,684.8903156,664.0343711,645.244785,627.7074855,610.2516168,591.9089639,572.5218743,552.1353364
75,227.9751484,234.1051345,240.4885032,247.0975336,253.9068065,260.9001077,268.0635248,275.3737165,282.7696277,290.1807749,297.5531603,304.8987302,312.2459165,319.5967741,326.8478488,333.8693092,340.649607,347.6503249,355.451329,364.4957923,374.6801163,385.7640099,397.446009,409.1799573,420.3585258,430.5567976,440.0795045,449.4137904,459.1013956,469.9024463,482.6316648,498.0736965,516.8928785,539.723471,566.7707719,596.5242308,627.0443351,656.6009257,684.3012561,709.4619331,731.8416967,752.967819,774.8097051,798.7235291,823.61254,847.7667558,869.4356003,886.7061212,897.6247717,900.901711,897.901921,890.6540891,881.0173688,870.1727777,859.1317992,848.6568599,838.5141576,828.2208333,817.2005872,804.5033574,789.0856411,770.263692,748.7927895,725.7879691,702.3569553,679.5782265,658.52295,639.8813067,622.8195329,606.1228786,588.7691552,570.5064204,551.2752935
80,228.5145847,234.5726083,240.7936521,247.1762495,253.723696,260.4583349,267.4072715,274.5801845,281.9170464,289.3404032,296.7810522,304.2027962,311.5776895,318.8622812,325.9510993,332.7231667,339.1853912,345.8562202,353.3819862,362.2598143,372.3900004,383.5236331,395.3356682,407.1965299,418.4005097,428.4501335,437.6808643,446.6363998,455.9050583,466.2536414,478.4935714,493.3980853,511.5876784,533.6446607,559.7234539,588.2669264,617.2900579,645.0574523,670.8322085,694.1270492,714.878036,734.7145862,755.689456,779.2170404,804.1582897,828.7357929,851.1276751,869.3342049,881.3111874,885.6912789,883.8145434,877.6978965,869.2107545,859.6325374,850.0951656,841.4180256,833.1703678,824.6089083,814.9322508,803.1065495,788.0398462,769.0420996,747.030936,723.3258985,699.2261233,675.9491178,654.6919822,636.2363064,619.7016377,603.7920129,587.3965483,570.1446791,551.8509199
85,229.1998341,235.1659383,241.190719,247.3110698,253.5676529,260.0162041,266.7162276,273.7044305,280.9263315,288.3046521,295.7625397,303.2248446,310.616843,317.8558798,324.827575,331.4096179,337.6158921,344.0050608,351.2719821,359.9552462,369.9683721,381.0686111,392.9208995,404.8209126,415.9720109,425.8083555,434.6873124,443.1970484,451.9658962,461.7828521,473.4770782,487.8352912,505.4744253,526.9689691,552.4397357,580.1928356,608.0807039,634.2663896,658.1553978,679.4638477,698.3216492,716.5138754,736.2393902,759.0355863,783.793972,808.7445846,832.0458909,851.570076,865.1177543,871.1676395,870.910842,866.2165712,858.8722166,850.3378885,841.9918771,834.8198328,828.2368461,821.2653677,812.9011604,802.0332364,787.5239199,768.6662805,746.476368,722.4009772,697.8656695,674.2110728,652.756581,634.3803955,618.1959448,602.8754647,587.2593171,570.8603693,553.359615
90,229.7856865,235.6486376,241.4869381,247.3615545,253.3379765,259.4997875,265.9350939,272.7056648,279.7679176,287.0519322,294.4811825,301.9527179,309.3569822,316.5800418,323.4904557,329.9524058,335.9725363,342.1273396,349.1357708,357.56033,367.3377,378.2481086,389.9662522,401.7447002,412.7304901,422.3157351,430.8728504,439.019327,447.4046504,456.8062847,468.0336886,481.8548467,498.8718467,519.6453023,544.2698994,570.9766124,597.5304881,622.0510564,644.0757801,663.4966053,680.5985716,697.2390933,715.6686786,737.4851961,761.6759566,786.5756318,810.4246967,831.0868401,846.3315544,854.5593945,856.695166,854.2947372,848.8996427,841.9940825,835.0479228,829.1226112,823.6459201,817.637203,810.0969445,799.9501531,786.1029681,767.8710733,746.2083301,722.4781437,698.0503865,674.320797,652.6915805,634.1298453,617.8623113,602.6806016,587.5044348,571.7659122,555.0252311
